source_variable,unit_measure,unit_measure_label,type,type_label,technology_domain,technology_domain_label,regional_patent_office,regional_patent_office_label,candidate_role,recommended_use,include,reason,coverage_checked,dataset_id,variable,total_rows,non_missing_observations,missing_observations,countries_total,countries_with_data,years_total,years_with_data,first_year,last_year
INV_RD_S13.DEV.ICT.PCT,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
INV_RD_S13.DEV.MAN.ARIPO,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,MAN,Environmental management,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
INV_RD_S13.DEV.MAN.EAPO,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,MAN,Environmental management,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
INV_RD_S13.DEV.MAN.EPO,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,MAN,Environmental management,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
INV_RD_S13.DEV.MAN.GCC,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,MAN,Environmental management,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
INV_RD_S13.DEV.MAN.OAPI,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,MAN,Environmental management,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
INV_RD_S13.DEV.MAN.PCT,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,MAN,Environmental management,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
INV_RD_S13.DEV.OCEAN.ARIPO,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,OCEAN,Sustainable ocean economy,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
INV_RD_S13.DEV.OCEAN.EAPO,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,OCEAN,Sustainable ocean economy,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
INV_RD_S13.DEV.OCEAN.EPO,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,OCEAN,Sustainable ocean economy,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
INV_RD_S13.DEV.OCEAN.GCC,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,OCEAN,Sustainable ocean economy,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
INV_RD_S13.DEV.OCEAN.OAPI,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,OCEAN,Sustainable ocean economy,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
INV_RD_S13.DEV.OCEAN.PCT,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,OCEAN,Sustainable ocean economy,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
INV_RD_S13.DEV.TRA.ARIPO,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
INV_RD_S13.DEV.TRA.EAPO,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
INV_RD_S13.DEV.TRA.EPO,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
INV_RD_S13.DEV.TRA.GCC,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
INV_RD_S13.DEV.TRA.OAPI,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
INV_RD_S13.DEV.TRA.PCT,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
INV_RD_S13.DEV.WAT_WASTE.ARIPO,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
INV_RD_S13.DEV.WAT_WASTE.EAPO,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
INV_RD_S13.DEV.WAT_WASTE.EPO,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
INV_RD_S13.DEV.WAT_WASTE.GCC,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
INV_RD_S13.DEV.WAT_WASTE.OAPI,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
INV_RD_S13.DEV.WAT_WASTE.PCT,INV_RD_S13,Inventions per unit of government R&D,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
